"","gene_symbol","accession","description","fasta_title_lines","ensembl_gene_id"
"1","Ttn","A2ASS6","Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1",">sp|A2ASS6|TITIN_MOUSE Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1","ENSMUSG00000051747"
"8489","Zbtb46","Q8BID6","Zinc finger and BTB domain-containing protein 46 OS=Mus musculus OX=10090 GN=Zbtb46 PE=1 SV=2",">sp|Q8BID6|ZBT46_MOUSE Zinc finger and BTB domain-containing protein 46 OS=Mus musculus OX=10090 GN=Zbtb46 PE=1 SV=2","ENSMUSG00000027583"
"8490","Nlrp4b","Q8C6J9","NACHT, LRR and PYD domains-containing protein 4B OS=Mus musculus OX=10090 GN=Nlrp4b PE=2 SV=1",">sp|Q8C6J9|NAL4B_MOUSE NACHT, LRR and PYD domains-containing protein 4B OS=Mus musculus OX=10090 GN=Nlrp4b PE=2 SV=1","ENSMUSG00000034087"
"8491","Kdm4a","A2A8L9","[Histone H3]-trimethyl-L-lysine(9) demethylase OS=Mus musculus OX=10090 GN=Kdm4a PE=1 SV=1",">tr|A2A8L9|A2A8L9_MOUSE [Histone H3]-trimethyl-L-lysine(9) demethylase OS=Mus musculus OX=10090 GN=Kdm4a PE=1 SV=1","ENSMUSG00000033326"
"8492","Dhps","F6W7I2","Deoxyhypusine synthase (Fragment) OS=Mus musculus OX=10090 GN=Dhps PE=1 SV=1",">tr|F6W7I2|F6W7I2_MOUSE Deoxyhypusine synthase (Fragment) OS=Mus musculus OX=10090 GN=Dhps PE=1 SV=1","ENSMUSG00000060038"
"8493","Grip1","H7BX09","Glutamate receptor-interacting protein 1 OS=Mus musculus OX=10090 GN=Grip1 PE=1 SV=1",">tr|H7BX09|H7BX09_MOUSE Glutamate receptor-interacting protein 1 OS=Mus musculus OX=10090 GN=Grip1 PE=1 SV=1","ENSMUSG00000034813"
"8494","Lair1","Q8BG84","Leukocyte-associated immunoglobulin-like receptor 1 OS=Mus musculus OX=10090 GN=Lair1 PE=1 SV=1",">sp|Q8BG84|LAIR1_MOUSE Leukocyte-associated immunoglobulin-like receptor 1 OS=Mus musculus OX=10090 GN=Lair1 PE=1 SV=1","ENSMUSG00000055541"
"8495","Ciart","E0CYK0","Circadian-associated transcriptional repressor (Fragment) OS=Mus musculus OX=10090 GN=Ciart PE=4 SV=1",">tr|E0CYK0|E0CYK0_MOUSE Circadian-associated transcriptional repressor (Fragment) OS=Mus musculus OX=10090 GN=Ciart PE=4 SV=1","ENSMUSG00000038550"
"8496","Rhobtb3","Q8BV11","Rho-related BTB domain-containing protein 3 OS=Mus musculus OX=10090 GN=Rhobtb3 PE=1 SV=1",">tr|Q8BV11|Q8BV11_MOUSE Rho-related BTB domain-containing protein 3 OS=Mus musculus OX=10090 GN=Rhobtb3 PE=1 SV=1","ENSMUSG00000021589"
"8497","Pals1","Q9JLB2","Protein PALS1 OS=Mus musculus OX=10090 GN=Pals1 PE=1 SV=1",">sp|Q9JLB2|PALS1_MOUSE Protein PALS1 OS=Mus musculus OX=10090 GN=Pals1 PE=1 SV=1","ENSMUSG00000021112"
"8498","Vmn2r13","L7N1X2","Vomeronasal 2, receptor 13 OS=Mus musculus OX=10090 GN=Vmn2r13 PE=4 SV=1",">tr|L7N1X2|L7N1X2_MOUSE Vomeronasal 2, receptor 13 OS=Mus musculus OX=10090 GN=Vmn2r13 PE=4 SV=1","ENSMUSG00000091635"
"8499","Med12l","A0A0G2JET8","Mediator of RNA polymerase II transcription subunit 12-like protein OS=Mus musculus OX=10090 GN=Med12l PE=1 SV=1",">tr|A0A0G2JET8|A0A0G2JET8_MOUSE Mediator of RNA polymerase II transcription subunit 12-like protein OS=Mus musculus OX=10090 GN=Med12l PE=1 SV=1","ENSMUSG00000056476"
"8500","Cttnbp2","B9EJA2","Cortactin-binding protein 2 OS=Mus musculus OX=10090 GN=Cttnbp2 PE=1 SV=2",">sp|B9EJA2|CTTB2_MOUSE Cortactin-binding protein 2 OS=Mus musculus OX=10090 GN=Cttnbp2 PE=1 SV=2","ENSMUSG00000000416"
"8501","Lnx2","Q91XL2","Ligand of Numb protein X 2 OS=Mus musculus OX=10090 GN=Lnx2 PE=1 SV=2",">sp|Q91XL2|LNX2_MOUSE Ligand of Numb protein X 2 OS=Mus musculus OX=10090 GN=Lnx2 PE=1 SV=2","ENSMUSG00000016520"
"8502","Diaph3","F8WIG5","Protein diaphanous homolog 3 OS=Mus musculus OX=10090 GN=Diaph3 PE=1 SV=2",">tr|F8WIG5|F8WIG5_MOUSE Protein diaphanous homolog 3 OS=Mus musculus OX=10090 GN=Diaph3 PE=1 SV=2","ENSMUSG00000022021"
"8503","Ifi203","E9QAN9","Interferon-activable protein 203 OS=Mus musculus OX=10090 GN=Ifi203 PE=1 SV=1",">tr|E9QAN9|E9QAN9_MOUSE Interferon-activable protein 203 OS=Mus musculus OX=10090 GN=Ifi203 PE=1 SV=1","ENSMUSG00000039997"
"8504","Znf513","Q6PD29","Zinc finger protein 513 OS=Mus musculus OX=10090 GN=Znf513 PE=1 SV=2",">sp|Q6PD29|ZN513_MOUSE Zinc finger protein 513 OS=Mus musculus OX=10090 GN=Znf513 PE=1 SV=2","ENSMUSG00000043059"
"8505","Tmem266","Q8BZB3","Transmembrane protein 266 OS=Mus musculus OX=10090 GN=Tmem266 PE=1 SV=3",">sp|Q8BZB3|TM266_MOUSE Transmembrane protein 266 OS=Mus musculus OX=10090 GN=Tmem266 PE=1 SV=3","ENSMUSG00000032313"
"8506","Tlcd2","Q8VC26","TLC domain-containing protein 2 OS=Mus musculus OX=10090 GN=Tlcd2 PE=2 SV=1",">sp|Q8VC26|TLCD2_MOUSE TLC domain-containing protein 2 OS=Mus musculus OX=10090 GN=Tlcd2 PE=2 SV=1","ENSMUSG00000038217"
"8507","Rbks","Q8R1Q9","Ribokinase OS=Mus musculus OX=10090 GN=Rbks PE=1 SV=1",">sp|Q8R1Q9|RBSK_MOUSE Ribokinase OS=Mus musculus OX=10090 GN=Rbks PE=1 SV=1","ENSMUSG00000029136"
"8508","Bambi","Q9D0L6","BMP and activin membrane-bound inhibitor homolog OS=Mus musculus OX=10090 GN=Bambi PE=2 SV=1",">sp|Q9D0L6|BAMBI_MOUSE BMP and activin membrane-bound inhibitor homolog OS=Mus musculus OX=10090 GN=Bambi PE=2 SV=1","ENSMUSG00000024232"
"8509","Olfr160","Q8VGE3","Olfactory receptor OS=Mus musculus OX=10090 GN=Olfr160 PE=2 SV=1",">tr|Q8VGE3|Q8VGE3_MOUSE Olfactory receptor OS=Mus musculus OX=10090 GN=Olfr160 PE=2 SV=1","ENSMUSG00000061165"
"8510","Gxylt1","Q3UHH8","Glucoside xylosyltransferase 1 OS=Mus musculus OX=10090 GN=Gxylt1 PE=1 SV=2",">sp|Q3UHH8|GXLT1_MOUSE Glucoside xylosyltransferase 1 OS=Mus musculus OX=10090 GN=Gxylt1 PE=1 SV=2","ENSMUSG00000036197"
"8511","Srd5a3","F6WPW1","Polyprenol reductase OS=Mus musculus OX=10090 GN=Srd5a3 PE=1 SV=1",">tr|F6WPW1|F6WPW1_MOUSE Polyprenol reductase OS=Mus musculus OX=10090 GN=Srd5a3 PE=1 SV=1","ENSMUSG00000029233"
"8512","Grhl3","Q5FWH3","Grainyhead-like protein 3 homolog OS=Mus musculus OX=10090 GN=Grhl3 PE=1 SV=1",">sp|Q5FWH3|GRHL3_MOUSE Grainyhead-like protein 3 homolog OS=Mus musculus OX=10090 GN=Grhl3 PE=1 SV=1","ENSMUSG00000037188"
"8513","Polr3f","Q921X6","DNA-directed RNA polymerase III subunit RPC6 OS=Mus musculus OX=10090 GN=Polr3f PE=1 SV=1",">sp|Q921X6|RPC6_MOUSE DNA-directed RNA polymerase III subunit RPC6 OS=Mus musculus OX=10090 GN=Polr3f PE=1 SV=1","ENSMUSG00000027427"
"8514","Trim16","Q99PP9","Tripartite motif-containing protein 16 OS=Mus musculus OX=10090 GN=Trim16 PE=1 SV=2",">sp|Q99PP9|TRI16_MOUSE Tripartite motif-containing protein 16 OS=Mus musculus OX=10090 GN=Trim16 PE=1 SV=2","ENSMUSG00000047821"
"8515","Rundc3b","D3YUQ5","RUN domain-containing protein 3B OS=Mus musculus OX=10090 GN=Rundc3b PE=1 SV=1",">tr|D3YUQ5|D3YUQ5_MOUSE RUN domain-containing protein 3B OS=Mus musculus OX=10090 GN=Rundc3b PE=1 SV=1","ENSMUSG00000040570"
"8516","Cntnap4","D3YWB9","Contactin-associated protein-like 4 OS=Mus musculus OX=10090 GN=Cntnap4 PE=1 SV=1",">tr|D3YWB9|D3YWB9_MOUSE Contactin-associated protein-like 4 OS=Mus musculus OX=10090 GN=Cntnap4 PE=1 SV=1","ENSMUSG00000031772"
"8517","Kmt5c","Q6Q783","Histone-lysine N-methyltransferase KMT5C OS=Mus musculus OX=10090 GN=Kmt5c PE=1 SV=1",">sp|Q6Q783|KMT5C_MOUSE Histone-lysine N-methyltransferase KMT5C OS=Mus musculus OX=10090 GN=Kmt5c PE=1 SV=1","ENSMUSG00000059851"
"8518","BC024063","A0A1W2P7G7","cDNA sequence BC024063 OS=Mus musculus OX=10090 GN=BC024063 PE=4 SV=1",">tr|A0A1W2P7G7|A0A1W2P7G7_MOUSE cDNA sequence BC024063 OS=Mus musculus OX=10090 GN=BC024063 PE=4 SV=1","ENSMUSG00000112160"
"8519","Adamtsl1","E9PWW5","ADAMTS-like protein 1 OS=Mus musculus OX=10090 GN=Adamtsl1 PE=1 SV=1",">tr|E9PWW5|E9PWW5_MOUSE ADAMTS-like protein 1 OS=Mus musculus OX=10090 GN=Adamtsl1 PE=1 SV=1","ENSMUSG00000066113"
"8520","Zfp651","A0A1L1STM6","Zinc finger protein 651 (Fragment) OS=Mus musculus OX=10090 GN=Zfp651 PE=1 SV=1",">tr|A0A1L1STM6|A0A1L1STM6_MOUSE Zinc finger protein 651 (Fragment) OS=Mus musculus OX=10090 GN=Zfp651 PE=1 SV=1","ENSMUSG00000013419"
"8521","Cpsf3","A0A1Y7VJ97","Cleavage and polyadenylation-specificity factor subunit 3 (Fragment) OS=Mus musculus OX=10090 GN=Cpsf3 PE=1 SV=1",">tr|A0A1Y7VJ97|A0A1Y7VJ97_MOUSE Cleavage and polyadenylation-specificity factor subunit 3 (Fragment) OS=Mus musculus OX=10090 GN=Cpsf3 PE=1 SV=1","ENSMUSG00000054309"
"8522","Vip","A0A0R4J003","Vasoactive intestinal peptide OS=Mus musculus OX=10090 GN=Vip PE=1 SV=1",">tr|A0A0R4J003|A0A0R4J003_MOUSE Vasoactive intestinal peptide OS=Mus musculus OX=10090 GN=Vip PE=1 SV=1","ENSMUSG00000019772"
"8523","Cracr2a","Q3UP38","EF-hand calcium-binding domain-containing protein 4B OS=Mus musculus OX=10090 GN=Cracr2a PE=2 SV=2",">sp|Q3UP38|EFC4B_MOUSE EF-hand calcium-binding domain-containing protein 4B OS=Mus musculus OX=10090 GN=Cracr2a PE=2 SV=2","ENSMUSG00000061414"
"8524","Ppp1r36","D3Z0R2","Protein phosphatase 1 regulatory subunit 36 OS=Mus musculus OX=10090 GN=Ppp1r36 PE=3 SV=1",">sp|D3Z0R2|PPR36_MOUSE Protein phosphatase 1 regulatory subunit 36 OS=Mus musculus OX=10090 GN=Ppp1r36 PE=3 SV=1","ENSMUSG00000052221"
"8525","Cacna1b","A2AIR9","Voltage-dependent N-type calcium channel subunit alpha OS=Mus musculus OX=10090 GN=Cacna1b PE=1 SV=1",">tr|A2AIR9|A2AIR9_MOUSE Voltage-dependent N-type calcium channel subunit alpha OS=Mus musculus OX=10090 GN=Cacna1b PE=1 SV=1","ENSMUSG00000004113"
"8526","Zdhhc17","A0A1W2P7M2","Palmitoyltransferase ZDHHC17 (Fragment) OS=Mus musculus OX=10090 GN=Zdhhc17 PE=1 SV=1",">tr|A0A1W2P7M2|A0A1W2P7M2_MOUSE Palmitoyltransferase ZDHHC17 (Fragment) OS=Mus musculus OX=10090 GN=Zdhhc17 PE=1 SV=1","ENSMUSG00000035798"
"8527","Prdm11","A0A0A0MQD9","PR domain-containing protein 11 OS=Mus musculus OX=10090 GN=Prdm11 PE=1 SV=1",">tr|A0A0A0MQD9|A0A0A0MQD9_MOUSE PR domain-containing protein 11 OS=Mus musculus OX=10090 GN=Prdm11 PE=1 SV=1","ENSMUSG00000075028"
"8528","Cfap298","Q8BL95","Cilia- and flagella-associated protein 298 OS=Mus musculus OX=10090 GN=Cfap298 PE=1 SV=1",">sp|Q8BL95|CF298_MOUSE Cilia- and flagella-associated protein 298 OS=Mus musculus OX=10090 GN=Cfap298 PE=1 SV=1","ENSMUSG00000022972"
"8529","Mroh3","A0A1D5RM54","Maestro heat-like repeat family member 3 OS=Mus musculus OX=10090 GN=Mroh3 PE=4 SV=1",">tr|A0A1D5RM54|A0A1D5RM54_MOUSE Maestro heat-like repeat family member 3 OS=Mus musculus OX=10090 GN=Mroh3 PE=4 SV=1","ENSMUSG00000087230"
"8530","Txnl4a","P83877","Thioredoxin-like protein 4A OS=Mus musculus OX=10090 GN=Txnl4a PE=1 SV=1",">sp|P83877|TXN4A_MOUSE Thioredoxin-like protein 4A OS=Mus musculus OX=10090 GN=Txnl4a PE=1 SV=1","ENSMUSG00000057130"
"8531","Bnip5","Q8CC96","Protein BNIP5 OS=Mus musculus OX=10090 GN=Bnip5 PE=2 SV=1",">sp|Q8CC96|BNIP5_MOUSE Protein BNIP5 OS=Mus musculus OX=10090 GN=Bnip5 PE=2 SV=1","ENSMUSG00000048905"
"8532","Rfx5","Q9JL61","DNA-binding protein Rfx5 OS=Mus musculus OX=10090 GN=Rfx5 PE=1 SV=2",">sp|Q9JL61|RFX5_MOUSE DNA-binding protein Rfx5 OS=Mus musculus OX=10090 GN=Rfx5 PE=1 SV=2","ENSMUSG00000005774"
"8533","Rora","P51448","Nuclear receptor ROR-alpha OS=Mus musculus OX=10090 GN=Rora PE=1 SV=1",">sp|P51448|RORA_MOUSE Nuclear receptor ROR-alpha OS=Mus musculus OX=10090 GN=Rora PE=1 SV=1","ENSMUSG00000032238"
"8534","Glt8d2","Q640P4","Glycosyltransferase 8 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Glt8d2 PE=2 SV=1",">sp|Q640P4|GL8D2_MOUSE Glycosyltransferase 8 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Glt8d2 PE=2 SV=1",""
"8535","Gm32742","A0A1B0GT42","Predicted gene, 32742 OS=Mus musculus OX=10090 GN=Gm32742 PE=4 SV=1",">tr|A0A1B0GT42|A0A1B0GT42_MOUSE Predicted gene, 32742 OS=Mus musculus OX=10090 GN=Gm32742 PE=4 SV=1","ENSMUSG00000110266"
"8536","Lrrcc1","E9QNC6","Leucine-rich repeat and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Lrrcc1 PE=1 SV=1",">tr|E9QNC6|E9QNC6_MOUSE Leucine-rich repeat and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Lrrcc1 PE=1 SV=1","ENSMUSG00000027550"
"8537","Niban3","D3YZB0","Niban apoptosis regulator 3 OS=Mus musculus OX=10090 GN=Niban3 PE=3 SV=1",">tr|D3YZB0|D3YZB0_MOUSE Niban apoptosis regulator 3 OS=Mus musculus OX=10090 GN=Niban3 PE=3 SV=1","ENSMUSG00000043243"
"8538","Slit1","E9QAW9","Slit homolog 1 protein OS=Mus musculus OX=10090 GN=Slit1 PE=1 SV=1",">tr|E9QAW9|E9QAW9_MOUSE Slit homolog 1 protein OS=Mus musculus OX=10090 GN=Slit1 PE=1 SV=1","ENSMUSG00000025020"
"8539","C1qtnf5","D3YUN6","Complement C1q tumor necrosis factor-related protein 5 (Fragment) OS=Mus musculus OX=10090 GN=C1qtnf5 PE=1 SV=8",">tr|D3YUN6|D3YUN6_MOUSE Complement C1q tumor necrosis factor-related protein 5 (Fragment) OS=Mus musculus OX=10090 GN=C1qtnf5 PE=1 SV=8","ENSMUSG00000079592"
"8540","Col25a1","V9GWX5","Collagen alpha-1(XXV) chain OS=Mus musculus OX=10090 GN=Col25a1 PE=4 SV=1",">tr|V9GWX5|V9GWX5_MOUSE Collagen alpha-1(XXV) chain OS=Mus musculus OX=10090 GN=Col25a1 PE=4 SV=1","ENSMUSG00000058897"
"8541","Cadm4","Q8R464","Cell adhesion molecule 4 OS=Mus musculus OX=10090 GN=Cadm4 PE=1 SV=1",">sp|Q8R464|CADM4_MOUSE Cell adhesion molecule 4 OS=Mus musculus OX=10090 GN=Cadm4 PE=1 SV=1","ENSMUSG00000054793"
"8542","2310009B15Rik","D3Z1T2","RIKEN cDNA 2310009B15 gene OS=Mus musculus OX=10090 GN=2310009B15Rik PE=1 SV=1",">tr|D3Z1T2|D3Z1T2_MOUSE RIKEN cDNA 2310009B15 gene OS=Mus musculus OX=10090 GN=2310009B15Rik PE=1 SV=1","ENSMUSG00000079283"
"8543","Amn1","B8JKU9","Protein AMN1 homolog (Fragment) OS=Mus musculus OX=10090 GN=Amn1 PE=1 SV=1",">tr|B8JKU9|B8JKU9_MOUSE Protein AMN1 homolog (Fragment) OS=Mus musculus OX=10090 GN=Amn1 PE=1 SV=1","ENSMUSG00000068250"
"8544","Proc","P33587","Vitamin K-dependent protein C OS=Mus musculus OX=10090 GN=Proc PE=1 SV=2",">sp|P33587|PROC_MOUSE Vitamin K-dependent protein C OS=Mus musculus OX=10090 GN=Proc PE=1 SV=2","ENSMUSG00000024386"
"8545","Gtf2a1","Q149E9","General transcription factor II A, 1 OS=Mus musculus OX=10090 GN=Gtf2a1 PE=1 SV=1",">tr|Q149E9|Q149E9_MOUSE General transcription factor II A, 1 OS=Mus musculus OX=10090 GN=Gtf2a1 PE=1 SV=1","ENSMUSG00000020962"
"8546","Epg5","Q80TA9","Ectopic P granules protein 5 homolog OS=Mus musculus OX=10090 GN=Epg5 PE=1 SV=2",">sp|Q80TA9|EPG5_MOUSE Ectopic P granules protein 5 homolog OS=Mus musculus OX=10090 GN=Epg5 PE=1 SV=2","ENSMUSG00000039840"
"8547","Fbxw21","Q3UWS5","F-box and WD-40 domain protein 21 OS=Mus musculus OX=10090 GN=Fbxw21 PE=2 SV=1",">tr|Q3UWS5|Q3UWS5_MOUSE F-box and WD-40 domain protein 21 OS=Mus musculus OX=10090 GN=Fbxw21 PE=2 SV=1","ENSMUSG00000047237"
"8548","Tpx2","A2APB8","Targeting protein for Xklp2 OS=Mus musculus OX=10090 GN=Tpx2 PE=1 SV=1",">sp|A2APB8|TPX2_MOUSE Targeting protein for Xklp2 OS=Mus musculus OX=10090 GN=Tpx2 PE=1 SV=1","ENSMUSG00000027469"
"8549","Slitrk1","Q810C1","SLIT and NTRK-like protein 1 OS=Mus musculus OX=10090 GN=Slitrk1 PE=2 SV=1",">sp|Q810C1|SLIK1_MOUSE SLIT and NTRK-like protein 1 OS=Mus musculus OX=10090 GN=Slitrk1 PE=2 SV=1","ENSMUSG00000075478"
"8550","Efcab15","A2AB62","EF-hand calcium-binding domain 15 OS=Mus musculus OX=10090 GN=Efcab15 PE=1 SV=1",">tr|A2AB62|A2AB62_MOUSE EF-hand calcium-binding domain 15 OS=Mus musculus OX=10090 GN=Efcab15 PE=1 SV=1","ENSMUSG00000020940"
"8551","Tcf7l1","A1A550","Transcription factor 3 OS=Mus musculus OX=10090 GN=Tcf7l1 PE=1 SV=1",">tr|A1A550|A1A550_MOUSE Transcription factor 3 OS=Mus musculus OX=10090 GN=Tcf7l1 PE=1 SV=1","ENSMUSG00000055799"
"8552","Plcxd2","B2RXA1","PI-PLC X domain-containing protein 2 OS=Mus musculus OX=10090 GN=Plcxd2 PE=2 SV=1",">sp|B2RXA1|PLCX2_MOUSE PI-PLC X domain-containing protein 2 OS=Mus musculus OX=10090 GN=Plcxd2 PE=2 SV=1","ENSMUSG00000087141"
"8553","Galnt16","Q9JJ61","Polypeptide N-acetylgalactosaminyltransferase 16 OS=Mus musculus OX=10090 GN=Galnt16 PE=2 SV=2",">sp|Q9JJ61|GLT16_MOUSE Polypeptide N-acetylgalactosaminyltransferase 16 OS=Mus musculus OX=10090 GN=Galnt16 PE=2 SV=2","ENSMUSG00000021130"
"8554","Cacfd1","A6PWX1","Calcium channel flower homolog OS=Mus musculus OX=10090 GN=Cacfd1 PE=1 SV=1",">tr|A6PWX1|A6PWX1_MOUSE Calcium channel flower homolog OS=Mus musculus OX=10090 GN=Cacfd1 PE=1 SV=1","ENSMUSG00000015488"
"8555","Ano2","Q8CFW1","Anoctamin-2 OS=Mus musculus OX=10090 GN=Ano2 PE=1 SV=2",">sp|Q8CFW1|ANO2_MOUSE Anoctamin-2 OS=Mus musculus OX=10090 GN=Ano2 PE=1 SV=2","ENSMUSG00000038115"
"8556","Armcx2","Q6A058","Armadillo repeat-containing X-linked protein 2 OS=Mus musculus OX=10090 GN=Armcx2 PE=2 SV=2",">sp|Q6A058|ARMX2_MOUSE Armadillo repeat-containing X-linked protein 2 OS=Mus musculus OX=10090 GN=Armcx2 PE=2 SV=2","ENSMUSG00000033436"
"8557","Cxxc1","Q9CWW7","CXXC-type zinc finger protein 1 OS=Mus musculus OX=10090 GN=Cxxc1 PE=1 SV=1",">sp|Q9CWW7|CXXC1_MOUSE CXXC-type zinc finger protein 1 OS=Mus musculus OX=10090 GN=Cxxc1 PE=1 SV=1","ENSMUSG00000024560"
"8558","Runx1t1","Q61909","Protein CBFA2T1 OS=Mus musculus OX=10090 GN=Runx1t1 PE=2 SV=1",">sp|Q61909|MTG8_MOUSE Protein CBFA2T1 OS=Mus musculus OX=10090 GN=Runx1t1 PE=2 SV=1","ENSMUSG00000006586"
"8559","Ubr7","Q8BU04","Putative E3 ubiquitin-protein ligase UBR7 OS=Mus musculus OX=10090 GN=Ubr7 PE=1 SV=1",">sp|Q8BU04|UBR7_MOUSE Putative E3 ubiquitin-protein ligase UBR7 OS=Mus musculus OX=10090 GN=Ubr7 PE=1 SV=1","ENSMUSG00000041712"
"8560","Wdr59","Q8C0M0","GATOR complex protein WDR59 OS=Mus musculus OX=10090 GN=Wdr59 PE=1 SV=2",">sp|Q8C0M0|WDR59_MOUSE GATOR complex protein WDR59 OS=Mus musculus OX=10090 GN=Wdr59 PE=1 SV=2","ENSMUSG00000031959"
"8561","Fam167a","Q6P1G6","Protein FAM167A OS=Mus musculus OX=10090 GN=Fam167a PE=2 SV=1",">sp|Q6P1G6|F167A_MOUSE Protein FAM167A OS=Mus musculus OX=10090 GN=Fam167a PE=2 SV=1","ENSMUSG00000035095"
"8562","Utp20","Q5XG71","Small subunit processome component 20 homolog OS=Mus musculus OX=10090 GN=Utp20 PE=1 SV=2",">sp|Q5XG71|UTP20_MOUSE Small subunit processome component 20 homolog OS=Mus musculus OX=10090 GN=Utp20 PE=1 SV=2",""
"8563","Eif2ak1","Q9Z2R9","Eukaryotic translation initiation factor 2-alpha kinase 1 OS=Mus musculus OX=10090 GN=Eif2ak1 PE=1 SV=2",">sp|Q9Z2R9|E2AK1_MOUSE Eukaryotic translation initiation factor 2-alpha kinase 1 OS=Mus musculus OX=10090 GN=Eif2ak1 PE=1 SV=2","ENSMUSG00000029613"
"8564","Igfbp3","P47878","Insulin-like growth factor-binding protein 3 OS=Mus musculus OX=10090 GN=Igfbp3 PE=2 SV=2",">sp|P47878|IBP3_MOUSE Insulin-like growth factor-binding protein 3 OS=Mus musculus OX=10090 GN=Igfbp3 PE=2 SV=2","ENSMUSG00000020427"
"8565","Xpo6","Q924Z6","Exportin-6 OS=Mus musculus OX=10090 GN=Xpo6 PE=1 SV=2",">sp|Q924Z6|XPO6_MOUSE Exportin-6 OS=Mus musculus OX=10090 GN=Xpo6 PE=1 SV=2","ENSMUSG00000000131"
"8566","Socs6","Q9JLY0","Suppressor of cytokine signaling 6 OS=Mus musculus OX=10090 GN=Socs6 PE=1 SV=2",">sp|Q9JLY0|SOCS6_MOUSE Suppressor of cytokine signaling 6 OS=Mus musculus OX=10090 GN=Socs6 PE=1 SV=2","ENSMUSG00000056153"
"8567","Ak9","G3UYQ4","Nucleoside-diphosphate kinase OS=Mus musculus OX=10090 GN=Ak9 PE=1 SV=2",">tr|G3UYQ4|G3UYQ4_MOUSE Nucleoside-diphosphate kinase OS=Mus musculus OX=10090 GN=Ak9 PE=1 SV=2","ENSMUSG00000091415"
"8568","Rit2","F2Z432","GTP-binding protein Rit2 OS=Mus musculus OX=10090 GN=Rit2 PE=1 SV=1",">tr|F2Z432|F2Z432_MOUSE GTP-binding protein Rit2 OS=Mus musculus OX=10090 GN=Rit2 PE=1 SV=1","ENSMUSG00000057455"
"8569","Klhl15","A2AAX3","Kelch-like protein 15 OS=Mus musculus OX=10090 GN=Klhl15 PE=2 SV=1",">sp|A2AAX3|KLH15_MOUSE Kelch-like protein 15 OS=Mus musculus OX=10090 GN=Klhl15 PE=2 SV=1","ENSMUSG00000043929"
"8570","Bpifa2","B7ZCG3","BPI fold-containing family A member 2 (Fragment) OS=Mus musculus OX=10090 GN=Bpifa2 PE=1 SV=1",">tr|B7ZCG3|B7ZCG3_MOUSE BPI fold-containing family A member 2 (Fragment) OS=Mus musculus OX=10090 GN=Bpifa2 PE=1 SV=1","ENSMUSG00000042459"
"8571","Nuf2","Q99P69","Kinetochore protein Nuf2 OS=Mus musculus OX=10090 GN=Nuf2 PE=1 SV=2",">sp|Q99P69|NUF2_MOUSE Kinetochore protein Nuf2 OS=Mus musculus OX=10090 GN=Nuf2 PE=1 SV=2","ENSMUSG00000026683"
"8572","Sh2d6","A0A3Q4EGG3","SH2 domain-containing protein 6 OS=Mus musculus OX=10090 GN=Sh2d6 PE=4 SV=1",">tr|A0A3Q4EGG3|A0A3Q4EGG3_MOUSE SH2 domain-containing protein 6 OS=Mus musculus OX=10090 GN=Sh2d6 PE=4 SV=1","ENSMUSG00000052631"
"8573","Prg2","Q61878","Bone marrow proteoglycan OS=Mus musculus OX=10090 GN=Prg2 PE=1 SV=1",">sp|Q61878|PRG2_MOUSE Bone marrow proteoglycan OS=Mus musculus OX=10090 GN=Prg2 PE=1 SV=1","ENSMUSG00000027073"
"8574","Hdac11","Q91WA3","Histone deacetylase 11 OS=Mus musculus OX=10090 GN=Hdac11 PE=1 SV=1",">sp|Q91WA3|HDA11_MOUSE Histone deacetylase 11 OS=Mus musculus OX=10090 GN=Hdac11 PE=1 SV=1","ENSMUSG00000034245"
"8575","Vsx1","Q91V10","Visual system homeobox 1 OS=Mus musculus OX=10090 GN=Vsx1 PE=1 SV=1",">sp|Q91V10|VSX1_MOUSE Visual system homeobox 1 OS=Mus musculus OX=10090 GN=Vsx1 PE=1 SV=1","ENSMUSG00000033080"
"8576","Abca17","E9PX95","ATP-binding cassette sub-family A member 17 OS=Mus musculus OX=10090 GN=Abca17 PE=1 SV=1",">sp|E9PX95|ABCAH_MOUSE ATP-binding cassette sub-family A member 17 OS=Mus musculus OX=10090 GN=Abca17 PE=1 SV=1","ENSMUSG00000035435"
"8577","Ggps1","Q9WTN0","Geranylgeranyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Ggps1 PE=1 SV=1",">sp|Q9WTN0|GGPPS_MOUSE Geranylgeranyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Ggps1 PE=1 SV=1","ENSMUSG00000021302"
"8578","P2ry6","Q9ERK9","P2Y purinoceptor 6 OS=Mus musculus OX=10090 GN=P2ry6 PE=2 SV=1",">sp|Q9ERK9|P2RY6_MOUSE P2Y purinoceptor 6 OS=Mus musculus OX=10090 GN=P2ry6 PE=2 SV=1","ENSMUSG00000048779"
